disease,symptom
Ampola syndrome,Large ears
Ampola syndrome,Reduced muscle tone
Ampola syndrome,High vaulted palate
Ampola syndrome,Genu valgum
Ampola syndrome,Downslanted fissures
Ampola syndrome,Beaked nose
Ampola syndrome,Night blindness
Ampola syndrome,Umbilical hernia
Ampola syndrome,Curved fifth finger
Ampola syndrome,Posterior angulation of ears
Ampola syndrome,High forehead
Ampola syndrome,Broad alveolar ridges
Ampola syndrome,Paresis of eye muscles
Ampola syndrome,Downslanted eye fissures
Ampola syndrome,Epicanthic folds
Ampola syndrome,Low set ears
Ampola syndrome,Ureter abnormalities
Ampola syndrome,Long thin fingers
Ampola syndrome,Undescended testicles
Ampola syndrome,Spindle shaped fingers
Ampola syndrome,Infant feeding problems
Ampola syndrome,Hyperextensible joints
Ampola syndrome,Speech defects
Ampola syndrome,Wide set eyes
Ampola syndrome,Small teeth
Ampola syndrome,Mental retardation
Ampola syndrome,Ear cartilage deficiency
Ampola syndrome,Abnormal dermatoglyphics
Ampola syndrome,Hypospadias
Ampola syndrome,Seizures
Ampola syndrome,Large gap between 1st and 2nd toes
Ampola syndrome,Clubfoot
Ampola syndrome,Abnormal teeth position
Ampola syndrome,Nystagmus
Ampola syndrome,Droopy eyelids
Ampola syndrome,Claw-like hands
Ampola syndrome,Squint
Ampola syndrome,Prominent forehead
Bernard-soulier syndrome,Easy bruising
Bernard-soulier syndrome,Frequent nosebleeds
Bernard-soulier syndrome,Skin hemorrhage
Bernard-soulier syndrome,Excessive bleeding following injury or surgery
Bernard-soulier syndrome,Thrombopathic thrombocytopenia
Bernard-soulier syndrome,Reduced number of platelets
Bernard-soulier syndrome,Short platelet lifespan
Bernard-soulier syndrome,Slow-healing bruises
Bernard-soulier syndrome,Sbucutaneous bleeding
Bernard-soulier syndrome,Enlarged platelets
Bernard-soulier syndrome,Abnormal platelet shape
Bernard-soulier syndrome,Increased menstrual flow
Peutz-jeghers syndrome,Pancreatic cancer
Peutz-jeghers syndrome,Breast cancer
Peutz-jeghers syndrome,Benign nodular growths on inside lining of stomach
Peutz-jeghers syndrome,Benign nodular growths on inside lining of small bowel
Peutz-jeghers syndrome,Benign nodular growths on inside lining of nasopharynx
Peutz-jeghers syndrome,Benign nodular growths on inside lining of bladder
Peutz-jeghers syndrome,Benign nodular growths on inside lining of biliary tract
Peutz-jeghers syndrome,Benign nodular growths on inside lining of bronchial mucosa
Peutz-jeghers syndrome,Benign nodular growths on inside lining of colon
Peutz-jeghers syndrome,Blue-gray spots on inside of mouth
Peutz-jeghers syndrome,Malignant neoplasms of the thyroid
Peutz-jeghers syndrome,Malignant neoplasms of the gallbladder
Peutz-jeghers syndrome,Benign neoplasms of the biliary tract
Peutz-jeghers syndrome,Malignant neoplasms of the biliary tract
Peutz-jeghers syndrome,Malignant tumors of the reproductive tract
Peutz-jeghers syndrome,Sertoli cell testicular tumors
Peutz-jeghers syndrome,Malignant adenoma of the cervix
Peutz-jeghers syndrome,Blue-gray spots on lips
Peutz-jeghers syndrome,Blue-gray spots on fingers
Peutz-jeghers syndrome,Brownish spots on inside of mouth
Peutz-jeghers syndrome,Brownish spots on fingers
Peutz-jeghers syndrome,Extraintestinal malignancies
Peutz-jeghers syndrome,Bronchogenic carcinoma
Peutz-jeghers syndrome,Benign neoplasms of the thyroid
Peutz-jeghers syndrome,Ovarian sex cord tumors
Peutz-jeghers syndrome,Brownish spots on lips
Peutz-jeghers syndrome,Finger clubbing
Peutz-jeghers syndrome,Spleen enlargement
Lesch-nyhan syndrome,Spasticity
Lesch-nyhan syndrome,Irritability in infant
Lesch-nyhan syndrome,Orange sand-like substance in nappy of infant
Lesch-nyhan syndrome,Reduced muscle tone
Lesch-nyhan syndrome,Hyperuricemia
Lesch-nyhan syndrome,Excessive biting of lips
Lesch-nyhan syndrome,Excessive chewing on fingers
Lesch-nyhan syndrome,Aggression
Lesch-nyhan syndrome,Head banging
Lesch-nyhan syndrome,Mental retardation
Lesch-nyhan syndrome,Teeth grinding
Lesch-nyhan syndrome,Growth deficiencies
Lesch-nyhan syndrome,Colic in infants
Lesch-nyhan syndrome,Developmental delay
Lesch-nyhan syndrome,Physical disabilities
Lesch-nyhan syndrome,Behavioral abnormalities
Lesch-nyhan syndrome,Choreoathetosis
Lesch-nyhan syndrome,Self mutilation
Naguib syndrome,Downslanted eye slits
Naguib syndrome,Anteverted nostrils
Naguib syndrome,Shawl scrotum
Naguib syndrome,Low hair line
Naguib syndrome,Small jaw
Naguib syndrome,Small nose
Naguib syndrome,Large mouth
Naguib syndrome,Extra fingers
Naguib syndrome,Bulging eyes
Naguib syndrome,Prominent ears
Naguib syndrome,Telecanthus
Naguib syndrome,Long big toes
Naguib syndrome,Wide set eyes
Naguib syndrome,Premature teeth eruption
Naguib syndrome,Wide space between first two toes
Naguib syndrome,Hypospadias
Naguib syndrome,Droopy eyelids
Naguib syndrome,Narrow forehead
Naguib syndrome,Broad nose root
Naguib syndrome,Large fontanelles
Naguib syndrome,Flattened nose
Mexican beaded lizard poisoning,Nausea
Mexican beaded lizard poisoning,Reduced blood pressure
Mexican beaded lizard poisoning,Dizziness
Mexican beaded lizard poisoning,Breathing difficulties
Mexican beaded lizard poisoning,Enlarge lymph nodes
Mexican beaded lizard poisoning,Numbness
Mexican beaded lizard poisoning,Pain at site of bite
Mexican beaded lizard poisoning,Swelling around site of bite
Mexican beaded lizard poisoning,Painful lymph nodes
Mexican beaded lizard poisoning,Chills
Mexican beaded lizard poisoning,Puncture wounds on skin
Mexican beaded lizard poisoning,Sweating
Mexican beaded lizard poisoning,Faintness
Mexican beaded lizard poisoning,Spread of swelling
Sakati syndrome,Low hairline at back
Sakati syndrome,Fluid buildup inside skull
Sakati syndrome,Shallow eye orbits
Sakati syndrome,Increased pressure inside skull
Sakati syndrome,Small penis
Sakati syndrome,Broad toes
Sakati syndrome,Breathing difficulties
Sakati syndrome,Inguinal hernias
Sakati syndrome,Syndactyly of toes
Sakati syndrome,Osteoporosis
Sakati syndrome,Walking difficulties
Sakati syndrome,Patchy loss of hair
Sakati syndrome,Premature fusion of sagittal skull bones
Sakati syndrome,Protruding lower jaw
Sakati syndrome,Posterior displacement of fibula on femora
Sakati syndrome,Cutaneous atrophy of scalp
Sakati syndrome,Underdeveloped ears
Sakati syndrome,Webbed toes
Sakati syndrome,Bowed thigh bones
Sakati syndrome,Abnormal calf bones
Sakati syndrome,Flat face
Sakati syndrome,Underdeveloped shin bones
Sakati syndrome,Low set ears
Sakati syndrome,Polydactyly of toes
Sakati syndrome,Cone-shaped skull
Sakati syndrome,Extra fingers
Sakati syndrome,Undescended testicles
Sakati syndrome,Short digits
Sakati syndrome,Wide set eyes
Sakati syndrome,Extra toes
Sakati syndrome,Bowed femurs
Sakati syndrome,Broad thumbs
Sakati syndrome,Slow development
Sakati syndrome,Underdeveloped upper jaw
Sakati syndrome,Atrophy of scalp skin
Sakati syndrome,Congenital heart disease
Sakati syndrome,Short neck
Sakati syndrome,Cyanosis
Sakati syndrome,Patches of alopecia
Sakati syndrome,Increased intracranial pressure
Sakati syndrome,Underdeveloped tibias
Sakati syndrome,Brachydactyly
Sakati syndrome,Crowded teeth
Sakati syndrome,Small face
Fraser syndrome,Atresia of external auditory canal
Fraser syndrome,Laryngeal stenosis
Fraser syndrome,High arched palate
Fraser syndrome,Underdeveloped nostrils
Fraser syndrome,Fused labia
Fraser syndrome,Renal hypoplasia
Fraser syndrome,Eye defects
Fraser syndrome,Divided uterus
Fraser syndrome,Cryptophthalmos
Fraser syndrome,Missing digits
Fraser syndrome,Cleft palate
Fraser syndrome,Large clitoris
Fraser syndrome,Broad nose
Fraser syndrome,Hair growth between forehead and eyebrow
Fraser syndrome,Defective eyelid development
Fraser syndrome,Hair growth extending to eyebrows
Fraser syndrome,Malformed ears
Fraser syndrome,Bicornuate uterus
Fraser syndrome,Mental deficiency
Fraser syndrome,Small genitals
Fraser syndrome,Hypoplastic notched nostrils
Fraser syndrome,Incomplete genital development
Fraser syndrome,Laryngeal atresia
Fraser syndrome,Absent vaginal opening
Fraser syndrome,Malformed fallopian tubes
Fraser syndrome,Absent eye or eyes
Fraser syndrome,Orofacial defects
Fraser syndrome,Partial cutaneous syndactyly
Fraser syndrome,Small bowel
Fraser syndrome,Narrowed larynx
Fraser syndrome,Undescended testicles
Fraser syndrome,Renal agenesis
Fraser syndrome,Vaginal atresia
Fraser syndrome,Wide set eyes
Fraser syndrome,Depressed nose bridge
Fraser syndrome,Webbed digits
Fraser syndrome,Kidney abnormalities
Fraser syndrome,Umbilical anomalies
Fraser syndrome,Tear duct abnormalities
Fraser syndrome,Widely spaced nipples
Fraser syndrome,Ear anomalies
Fraser syndrome,Hypospadias
Fraser syndrome,Cleft lips
Fraser syndrome,Ear pain
Fraser syndrome,Notched nostrils
Fraser syndrome,Cupped ears
Hamman-rich syndrome,High blood gamma globulin level
Hamman-rich syndrome,Clubbing
Hamman-rich syndrome,Cor pulmonale
Hamman-rich syndrome,Breathlessness on exertion
Hamman-rich syndrome,Malaise
Hamman-rich syndrome,Right sided heart failure
Hamman-rich syndrome,Cyanosis
Hamman-rich syndrome,Dry unproductive cough
Currarino triad,Anorectal anomalies
Currarino triad,Presacral meningocele
Currarino triad,Progressive neurological manifestations
Currarino triad,Anorectal stenosis
Currarino triad,Anorectal ectopia
Currarino triad,Recurrent meningitis
Currarino triad,Sacral bone defects
Currarino triad,Intestinal constipation
Currarino triad,Presacral defect
Currarino triad,Presacral lipoma
Currarino triad,Presacral hamartoma
Currarino triad,Presacral cysts
Currarino triad,Intestinal obstruction
Plant poisoning -- solanine,Nausea
Plant poisoning -- solanine,Salivations
Plant poisoning -- solanine,Coma
Plant poisoning -- solanine,Abnormal heart rhythm
Plant poisoning -- solanine,Burning throat sensation
Plant poisoning -- solanine,Paresthesia
Plant poisoning -- solanine,Reduced blood pressure
Plant poisoning -- solanine,Muscle cramps
Plant poisoning -- solanine,Dizziness
Plant poisoning -- solanine,Headaches
Plant poisoning -- solanine,Dilated pupils
Plant poisoning -- solanine,Diarrhea
Plant poisoning -- solanine,Abdominal pain
Plant poisoning -- solanine,Hypothermia
Pibids syndrome,Short statures
Pibids syndrome,Spasticity
Pibids syndrome,Absence of female breast tissue
Pibids syndrome,"Fine, dark skin scales"
Pibids syndrome,Sulfur deficiency in hair
Pibids syndrome,Receding chin
Pibids syndrome,Short hair
Pibids syndrome,Protruding ears
Pibids syndrome,Dry skin
Pibids syndrome,Reduced fertility
Pibids syndrome,Low birth weight
Pibids syndrome,Sparse hair
Pibids syndrome,Red skin
Pibids syndrome,Aged appearance
Pibids syndrome,Beaked nose
Pibids syndrome,Photosensitivity
Pibids syndrome,Delayed physical development
Pibids syndrome,Sensorineural deafness
Pibids syndrome,Undescended testicles
Pibids syndrome,Mental retardation
Pibids syndrome,Tremors
Pibids syndrome,Lack of subcutaneous fat
Pibids syndrome,Brittle hair
Pibids syndrome,Impaired ability to control voluntary movements
Pibids syndrome,Seizures
Pibids syndrome,Underdeveloped female genitalia
Pibids syndrome,Congenital cataracts
Pibids syndrome,Retarded growth
Pibids syndrome,Dysplastic nails
Senter syndrome,Progressive vision impairment
Senter syndrome,Scrotal tongue
Senter syndrome,Teeth malformations
Senter syndrome,Ichthyosis
Senter syndrome,Oral abnormalities
Senter syndrome,Dry skin
Senter syndrome,Excessive tearing
Senter syndrome,Corneal dystrophy
Senter syndrome,Nail dystrophy
Senter syndrome,Ichthyosiform erythroderma on skin of palms
Senter syndrome,Ichthyosiform erythroderma on skin of soles
Senter syndrome,Ichthyosiform erythrodermaon skin of elbows
Senter syndrome,Ichthyosiform erythrodermaon skin of knees
Senter syndrome,Progressive vascularization of corneas
Senter syndrome,Impaired hearing
Senter syndrome,Sensorineural deafness
Senter syndrome,Lamellar ichthyosis
Senter syndrome,Corneal destruction
Senter syndrome,Thin scalp hair
Senter syndrome,Undescended testicles
Senter syndrome,Erythematous lesions
Senter syndrome,Alopecia
Senter syndrome,Generalized skin redness
Senter syndrome,Flexion contractures
Senter syndrome,Reduced sweating
Senter syndrome,Erythroderma ichthyosiform
Senter syndrome,Rough thick skin plaques
Senter syndrome,Progressive corneal opacification
Senter syndrome,Abnormal corneal surface
Senter syndrome,Absent scalp hair
Senter syndrome,Tight heel cords
Pancreatoblastoma,Upper abdominal and back pain
Pancreatoblastoma,Loss of appetite
Pancreatoblastoma,Jaundice
Pancreatoblastoma,Abdominal pain above the bellybutton
Pancreatoblastoma,Gastrointestinal obstruction
Pancreatoblastoma,Abdominal mass
Pancreatoblastoma,Enlarged abdomen
Congenital afibrinogenemia,Hemorrhage in central nervous system
Congenital afibrinogenemia,Bleeding umbilical cord
Congenital afibrinogenemia,Impaired blood clotting
Congenital afibrinogenemia,Bruises
Congenital afibrinogenemia,Excessive bleeding following injury or surgery
Congenital afibrinogenemia,Prolonged bleeding time
Congenital afibrinogenemia,Nose bleeding
Congenital afibrinogenemia,Hematomas
Congenital afibrinogenemia,Hemopthysis
Congenital afibrinogenemia,Blood in urine
Sjogren-larsson syndrome,Increased deep tendon reflexes in legs
Sjogren-larsson syndrome,Thickening of face skin
Sjogren-larsson syndrome,Thickening of scalp skin
Sjogren-larsson syndrome,Thickened skin on face
Sjogren-larsson syndrome,Thickened skin on scalp
Sjogren-larsson syndrome,Skin redness
Sjogren-larsson syndrome,Thickening of skin on palms
Sjogren-larsson syndrome,Macular lesions
Sjogren-larsson syndrome,Thickening of skin on soles
Sjogren-larsson syndrome,Thin hair
Sjogren-larsson syndrome,Babinski's sign
Sjogren-larsson syndrome,Mental deficiency
Sjogren-larsson syndrome,Awkward leg movements
Sjogren-larsson syndrome,Sclerotic cortical atrophy
Sjogren-larsson syndrome,Increased arm reflexes - mild
Sjogren-larsson syndrome,Recurring corneal ulcers
Sjogren-larsson syndrome,Stiff arm movements
Sjogren-larsson syndrome,Stiff leg movements
Sjogren-larsson syndrome,Scaly ichthyosis
Sjogren-larsson syndrome,Scaly skin
Sjogren-larsson syndrome,Mental retardation
Sjogren-larsson syndrome,Ankle clonus
Sjogren-larsson syndrome,Increased arm reflexes
Sjogren-larsson syndrome,Brittle hair
Sjogren-larsson syndrome,Thickened skin on palms
Sjogren-larsson syndrome,Thickened skin on soles
Sjogren-larsson syndrome,Neurological disorders
Sjogren-larsson syndrome,Swelling of the brain (hydrocephalus)
Nakajo syndrome,Loss of body fatty tissue
Nakajo syndrome,Large lips
Nakajo syndrome,Thick fingers
Nakajo syndrome,Large eyes
Nakajo syndrome,Large ears
Nakajo syndrome,Emaciation
Nakajo syndrome,Enlarged heart
Nakajo syndrome,Nodular erythema
Nakajo syndrome,Bulging eyes
Nakajo syndrome,Urticaria
Nakajo syndrome,Mental retardation
Nakajo syndrome,Painful red skin lump
Nakajo syndrome,Large nose
Nakajo syndrome,Long fingers
Nakajo syndrome,Cardiac insufficiency
Mohr syndrome,Rough hair
Mohr syndrome,Reduced muscle tone
Mohr syndrome,Joined fingers
Mohr syndrome,Sparse hair
Mohr syndrome,Tongue nodule
Mohr syndrome,Dry scalp
Mohr syndrome,Split tongue
Mohr syndrome,Shortened hands
Mohr syndrome,Alveolar ridge cleft
Mohr syndrome,Adult polycystic kidney disease
Mohr syndrome,Lateral displacement of inner eye corners
Mohr syndrome,Abnormal front teeth
Mohr syndrome,Underdeveloped nose cartilage
Mohr syndrome,Absence of corpus callosum of the brain
Mohr syndrome,Malposition of gray matter of the brain
Mohr syndrome,Excess mouth frenuli
Mohr syndrome,Milia of ears during infancy
Mohr syndrome,Mental deficiency
Mohr syndrome,Milia of upper face during infancy
Mohr syndrome,Enlarged mouth frenuli
Mohr syndrome,Multiple mouth frenuli
Mohr syndrome,Inward curving fifth finger
Mohr syndrome,Asymmetric finger shortening
Mohr syndrome,Asymmetric toe shortening
Mohr syndrome,Narrow arched palate
Mohr syndrome,Neurologic abnormalities
Mohr syndrome,Extra fingers
Mohr syndrome,Irregular teeth
Mohr syndrome,Mental retardation
Mohr syndrome,Sloping forehead
Mohr syndrome,Dental caries
Mohr syndrome,Underdeveloped upper jaw
Mohr syndrome,Broad nose bridge
Mohr syndrome,Dry hair
Mohr syndrome,Cleft lips
Mohr syndrome,Short arms
Mohr syndrome,Brain malformations
Hooft disease,Singed hair
Hooft disease,Thin hair
Hooft disease,Abnormal teeth
Hooft disease,Red rash
Hooft disease,Indoluria
Hooft disease,Opaque leukonychia
Hooft disease,Low blood lipid level
Hooft disease,Mental retardation
Hooft disease,Delayed growth
Hooft disease,Dry hair
Hooft disease,High amino acid level in urine
Werner syndrome,Short statures
Werner syndrome,Reduced hormone production by testes
Werner syndrome,Premature mental development
Werner syndrome,Calcification of heart valves
Werner syndrome,Peptic ulcer disease
Werner syndrome,Protruding abdomen
Werner syndrome,Pituitary tumors
Werner syndrome,Deformed fingers
Werner syndrome,Short fingers
Werner syndrome,Absent armpit hair
Werner syndrome,High pitched voice
Werner syndrome,Premature physical development
Werner syndrome,Atherosclerosis
Werner syndrome,Graying of hair
Werner syndrome,Premature balding
Werner syndrome,Skin changes
Werner syndrome,Taut skin
Werner syndrome,Osteoporosis
Werner syndrome,Sparse or absent pubic hair
Werner syndrome,Reduced fertility
Werner syndrome,Sparse hair
Werner syndrome,Organic brain syndrome
Werner syndrome,Pancreatic islet cell tumors
Werner syndrome,Calcification of coronary arteries
Werner syndrome,Reduced ovarian hormone production
Werner syndrome,Beaked nose
Werner syndrome,Premature tooth loss
Werner syndrome,Loss of fat under skin
Werner syndrome,Hypogonadism
Werner syndrome,Irregular dental development
Werner syndrome,Adult-type diabetes
Werner syndrome,Mönckeberg sclerosis
Werner syndrome,Growth failure in adolescence
Werner syndrome,Lack of sexual desire
Werner syndrome,Sexual underdevelopment
Werner syndrome,Atrophy of subcutaneous fat
Werner syndrome,Atrophy of muscles in extremities
Werner syndrome,Regressive pubic hair
Werner syndrome,Regressive armpit hair
Werner syndrome,Calcification of extremities
Werner syndrome,Calcification of the heart
Werner syndrome,Absent facial hair
Werner syndrome,Thin top layers of skin
Werner syndrome,Stiff patches of skin
Werner syndrome,Thick layers under skin
Werner syndrome,Foot ulcers
Werner syndrome,Wasting of vocal chord
Werner syndrome,Muscle hypoplasia
Werner syndrome,Slim extremities
Werner syndrome,Pinched face
Werner syndrome,Wasting of liver
Werner syndrome,Early hair greying
Werner syndrome,Atrophic dermatitis
Werner syndrome,Slender extremities
Werner syndrome,Stocky torso
Werner syndrome,Leg ulcers
Werner syndrome,Gray hair
Werner syndrome,Small hands
Werner syndrome,Facial hair growth
Werner syndrome,Shiny skin
Werner syndrome,Small feet
Werner syndrome,Cataract
Werner syndrome,Hoarse voice
Werner syndrome,Prominent eyes
Werner syndrome,Visual difficulties
Werner syndrome,Skin ulcers
Werner syndrome,Premature baldness
Hyperadrenalism,Nausea
Hyperadrenalism,Short statures
Hyperadrenalism,Poor wound healing
Hyperadrenalism,Paralysis
Hyperadrenalism,Easily bruised skin
Hyperadrenalism,Hallucinations
Hyperadrenalism,Palpitations
Hyperadrenalism,Large face
Hyperadrenalism,Personality changes
Hyperadrenalism,Scalp hair loss
Hyperadrenalism,Osteoporosis
Hyperadrenalism,High blood pressure
Hyperadrenalism,Mental disturbances
Hyperadrenalism,Baldness
Hyperadrenalism,Headaches
Hyperadrenalism,Tingling
Hyperadrenalism,Increased libido
Hyperadrenalism,Deep voice
Hyperadrenalism,Chest pain
Hyperadrenalism,Tachycardia
Hyperadrenalism,Muscle spasms
Hyperadrenalism,Low potassium level
Hyperadrenalism,Water retention
Hyperadrenalism,Virilization
Hyperadrenalism,Excessive fat on top of back
Hyperadrenalism,Excessive body fat in torso
Hyperadrenalism,Irregular menstrual cycles
Hyperadrenalism,Thin skin
Hyperadrenalism,Infertility
Hyperadrenalism,Round face
Hyperadrenalism,Increased growth of body hair
Hyperadrenalism,Reduced size of uterus
Hyperadrenalism,Muscle weakness
Hyperadrenalism,Decreased gastrointestinal motility
Hyperadrenalism,Reduced female breast size
Hyperadrenalism,Sweating
Hyperadrenalism,Nervous system dysfunction
Hyperadrenalism,Increased muscle bulk
Hyperadrenalism,Poor growth
Hyperadrenalism,Increased androgen level in blood
Hyperadrenalism,Increased noradrenalin level
Hyperadrenalism,Increased adrenalin level
Hyperadrenalism,Facial hair growth
Hyperadrenalism,Depression
Hyperadrenalism,Pallor
Hyperadrenalism,Tremors
Hyperadrenalism,Thirst
Hyperadrenalism,Increased body hair
Hyperadrenalism,Increased blood pressure
Hyperadrenalism,Kidney stones
Hyperadrenalism,Rapid breathing
Hyperadrenalism,Flushed face
Hyperadrenalism,Increased urination
Mulibrey nanism syndrome,Short statures
Mulibrey nanism syndrome,Enlarged liver
Mulibrey nanism syndrome,Missing sphenoidal sinuses
Mulibrey nanism syndrome,Absent sphenoidal sinuses
Mulibrey nanism syndrome,Thick adherent pericardium
Mulibrey nanism syndrome,Fibrous dysplasia
Mulibrey nanism syndrome,High pitched voice
Mulibrey nanism syndrome,Large feet
Mulibrey nanism syndrome,Small tongue
Mulibrey nanism syndrome,Low birth weight
Mulibrey nanism syndrome,Hypodontia of second bicuspid
Mulibrey nanism syndrome,J-shaped sella turcia
Mulibrey nanism syndrome,Absent frontal sinuses
Mulibrey nanism syndrome,Long head
Mulibrey nanism syndrome,Frontal bossing
Mulibrey nanism syndrome,Reduced muscle tone in infants
Mulibrey nanism syndrome,Triangular face
Mulibrey nanism syndrome,Missing frontal sinuses
Mulibrey nanism syndrome,Prominent neck veins
Mulibrey nanism syndrome,Retarded growth
Mulibrey nanism syndrome,Crowded teeth
Mulibrey nanism syndrome,Large hands
Norrie syndrome,Pupils appear white when light shone on them
Norrie syndrome,Developmental delay in motor skills
Norrie syndrome,Delayed walking
Norrie syndrome,Recurrent vitreous hemorrhages
Norrie syndrome,Mass behind clear eye lens
Norrie syndrome,Shrunken eyeball
Norrie syndrome,Blindness
Norrie syndrome,Detached retina
Norrie syndrome,Corneal opacifications
Norrie syndrome,Delayed sitting up
Norrie syndrome,Retinal malformations
Norrie syndrome,Cataract
Norrie syndrome,Psychoses
Norrie syndrome,Retinal folds
Jensen syndrome,Premature death
Jensen syndrome,Blindness
Jensen syndrome,Atrophy of optic nerve
Jensen syndrome,Sensorineural deafness
Jensen syndrome,Impaired vision
Jensen syndrome,Progressive dementia
Flocoumafen rodenticide poisoning,Easy bruising
Flocoumafen rodenticide poisoning,Dizziness
Flocoumafen rodenticide poisoning,Blood in stool
Flocoumafen rodenticide poisoning,Bleeding from gums
Flocoumafen rodenticide poisoning,Shock
Flocoumafen rodenticide poisoning,Bleeding problems
Flocoumafen rodenticide poisoning,Eye irritation
Flocoumafen rodenticide poisoning,Shortness of breath during exertion
Flocoumafen rodenticide poisoning,Nose bleeding
Flocoumafen rodenticide poisoning,Blood in urine
German syndrome,Strabismus
German syndrome,High arched palate
German syndrome,Epicanthal folds
German syndrome,Midfacial hypoplasia
German syndrome,Short nose
German syndrome,Low nose bridge
German syndrome,Mild synophrys
German syndrome,Septal defects
German syndrome,Cleft palate
German syndrome,Simian creases
German syndrome,Mental deficiency
German syndrome,Small lower jaw
German syndrome,Unusual upslant to eyebrows
German syndrome,Clitoral hypertrophy
German syndrome,Promninent forehead
German syndrome,Speech disorders
German syndrome,Poorly developed ears
German syndrome,Folded ear helices
German syndrome,Fallot's tetralogy
German syndrome,Growth deficiencies
German syndrome,Drooping eyelids
German syndrome,Ambiguous genitalia
German syndrome,Heart defect
German syndrome,Brachycephaly
German syndrome,Hypospadias
German syndrome,Cleft lips
German syndrome,Upturned nose
German syndrome,Cupped ears
Larsen syndrome,Spina bifida
Larsen syndrome,Spatulate thumbs
Larsen syndrome,Dislocated elbows
Larsen syndrome,Wedged vertebrae
Larsen syndrome,Dysraphism
Larsen syndrome,Short metacarpals
Larsen syndrome,Delayed coalescence of the two foot calcaneal ossification centers
Larsen syndrome,Talipes varus
Larsen syndrome,Cleft palate
Larsen syndrome,Multiple carpal ossification center
Larsen syndrome,Hypoplastic bodies of neck vertebrae
Larsen syndrome,Short nails
Larsen syndrome,Flat face
Larsen syndrome,Dislocated knees
Larsen syndrome,Dislocated hips
Larsen syndrome,Dysplastic epiphyseal centers
Larsen syndrome,Long nontapering fingers
Larsen syndrome,Talipes equinovalgus
Larsen syndrome,Scoliosis of lumbar spine
Larsen syndrome,Dislocated wrists
Larsen syndrome,Dysraphism of sacral spine
Larsen syndrome,Spondylosis
Larsen syndrome,Wide set eyes
Larsen syndrome,Depressed nose bridge
Larsen syndrome,Lordosis
Larsen syndrome,Scoliosis
Larsen syndrome,Delayed ability to walk
Larsen syndrome,Prominent forehead
"Paranasal sinus cancer, adult",Double vision
"Paranasal sinus cancer, adult",Headaches
"Paranasal sinus cancer, adult",Nose pain
"Paranasal sinus cancer, adult",Forehead pain
"Paranasal sinus cancer, adult",Eye swelling
"Paranasal sinus cancer, adult",Pain near cheekbones
"Paranasal sinus cancer, adult",Swollen roof of mouth
"Paranasal sinus cancer, adult",Upper teeth pain
"Paranasal sinus cancer, adult",Numb upper teeth
"Paranasal sinus cancer, adult",Loose upper teeth
"Paranasal sinus cancer, adult",Numb side of nose
"Paranasal sinus cancer, adult",Numb upper lip
"Paranasal sinus cancer, adult",Persistent nosebleeds
"Paranasal sinus cancer, adult",Numb cheek
"Paranasal sinus cancer, adult",Persistently blocked sinuses
"Paranasal sinus cancer, adult",Bleeding of upper teeth
"Paranasal sinus cancer, adult",Altered speech
Plant poisoning -- lobeline,Nausea
Plant poisoning -- lobeline,Mental confusion
Plant poisoning -- lobeline,Hearing difficulties
Plant poisoning -- lobeline,Dizziness
Plant poisoning -- lobeline,Diarrhea
Plant poisoning -- lobeline,Visual disturbances
Plant poisoning -- lobeline,Tremors
Plant poisoning -- lobeline,Seizures
Plant poisoning -- lobeline,Increased blood pressure
Plant poisoning -- lobeline,Coughing
"Nonpolyposis colorectal cancer, familial",Loss of appetite
"Nonpolyposis colorectal cancer, familial",Abdominal pain
"Nonpolyposis colorectal cancer, familial",Death due to cancer
"Nonpolyposis colorectal cancer, familial",Rectal bleeding
"Nonpolyposis colorectal cancer, familial",Altered bowel habits
Fetal valproate syndrome,Spina bifida
Fetal valproate syndrome,Downturned mouth
Fetal valproate syndrome,Shallow upper lip groove
Fetal valproate syndrome,Eyebrow abnormalities
Fetal valproate syndrome,Anteverted nostrils
Fetal valproate syndrome,Epicanthal folds
Fetal valproate syndrome,Finger abnormalities
Fetal valproate syndrome,Craniofacial abnormalities
Fetal valproate syndrome,Short nose
Fetal valproate syndrome,Congenital heart defects
Fetal valproate syndrome,Broad nose
Fetal valproate syndrome,Thick lower lip
Fetal valproate syndrome,Other musculoskeletal defects
Fetal valproate syndrome,Flat nose bridge
Fetal valproate syndrome,Thin lips
Fetal valproate syndrome,Developmental delay
Fetal valproate syndrome,Neurological problems
Watson syndrome,Short statures
Watson syndrome,Pulmonary stenosis
Watson syndrome,Hearing difficulties
Watson syndrome,Reduced intelligence
Watson syndrome,Pulmonic stenosis
Watson syndrome,Broad neck
Watson syndrome,Underdeveloped mid face
Watson syndrome,Café au lait spots
Watson syndrome,Learning difficulties
Watson syndrome,Drooping upper eyelids
Watson syndrome,Axillary freckles
Watson syndrome,Webbed neck
Watson syndrome,Low intelligence
Watson syndrome,Scoliosis
Watson syndrome,Mental retardation
Watson syndrome,Freckles in perineum
Watson syndrome,Abnormal ears
Watson syndrome,Freckles in armpits
Watson syndrome,Macrocephaly
Watson syndrome,Cafe au lait spots
Watson syndrome,Retarded growth
Meckel syndrome,Cerebellar hypoplasia
Meckel syndrome,Polydactyly
Meckel syndrome,Small head
Meckel syndrome,Incomplete development of external genitalia
Meckel syndrome,Incomplete development of internal genitalia
Meckel syndrome,Occipital encephalomeningocele
Meckel syndrome,Cleft palate
